layer,representation,seed,pc1_variance,dims_for_90pct,rho_pc1_embedding_norm,rho_pc1_pred_obj,eta2_query_index,eta2_oracle_kind,eta2_known_class,eta2_unknown_class
5,raw,0,0.6934196949005127,4,-0.48001478867128927,-0.49287821610033966,0.19638678709012375,0.04093616809516198,0.06970123420375403,0.09315615078275795
5,unit,0,0.5967566967010498,7,-0.7171384499733159,-0.6214393314172507,0.17702639348749535,0.04693661769226863,0.07007454408015937,0.10140215240427698
5,whitened32,0,0.11459969729185104,28,-0.6590778276696415,-0.5305684690289139,0.1339882722767644,0.018678005067820275,0.12311436941246667,0.11788101100331642
